cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"2473536542698","Property","open","#C! L Y!#7 $2!#5#$3# 4#4@S#F","01.01.2023","19.12.2026 19:51:39","Cardiff Corporate Finance","high","EUR","fault","web","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","SCO","13.08.2023 21:45:44"
"6650283143954","Personal Auto Line","closed","# C !L Y#@0$#64!#1$!2! 0@$F@ I","24.07.2022","03.11.2027 21:36:39","Manchester Money Managers","low","EUR","not applicable","web","","motor","WAL","13.08.2023 21:45:44"
"8962891381611","","open","#@CL$@Y#6 $4@#7@1! 9 !5C$@C","13.07.2021","25.08.2025 07:47:18","Edinburgh Emerging Wealth","low","GBP","non-fault","phone","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","motor","WAL","13.08.2023 21:45:44"
"4461109436075","Road Risks","open"," C!L@Y14!$3$315$!UZ","27.03.2022","16.06.2027 09:35:04","Manchester Money Exchange","high","GBP","fault","web","I decided to test the durability of my running shoes by participating in a marathon, but they fell apart halfway through the race.","","NIR","13.08.2023 21:45:44"
"8671574622195","Property","open","@#C! LY8!1$3#@5!$1$!1@H#!A","23.05.2023","22.08.2023 15:18:07","Glasgow Gate Capital","medium","EUR","not applicable","web","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","NIR","13.08.2023 21:45:44"
"7634121027916","Personal Auto Line","open","$#C!@L Y@0!8#@73# 68!#V#$F","26.02.2023","25.07.2027 14:51:56","Glasgow Glen Securities","high","GBP","not applicable","phone","I decided to test the water resistance of my watch by wearing it in the shower, forgetting that it was not waterproof.","motor","SCO","13.08.2023 21:45:44"
"3081088349309","Road Risks","open","!@C!L!$Y@ 8$@9!1! 6#96!@AF","26.05.2023","26.01.2027 06:23:09","Birmingham Broking Solutions","high","EUR","not applicable","phone","I attempted a DIY home renovation project and ended up with a sink in my ceiling.","motor","WAL","13.08.2023 21:45:44"
"7992844676495","Personal Auto Line","closed","@C @L!$Y#$6$ 6 8# 9 0$#6!$P J","09.01.2022","04.08.2026 03:00:34","Edinburgh Earnings Advisors","high","EUR","not applicable","web","I decided to test the durability of my phone by tossing it in the air and attempting to catch it, but I missed and it landed in a puddle.","motor","NIR","13.08.2023 21:45:44"
"8676876098498","Road Risks","open","C!@L #Y@6!#1!#9$@6# 6@#3 T@!X","02.10.2021","29.12.2025 21:17:33","Cardiff Capital Brokers","low","EUR","not applicable","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","ENG","13.08.2023 21:45:44"
"3178860404606","Commercial Auto Line","open","#!CL@#Y@!4 @4!95!3 !2# R$@N","30.08.2020","15.04.2028 05:33:15","Thames Valley Investments","","EUR","fault","phone","I decided to test the durability of a new pair of shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","ENG","13.08.2023 21:45:44"
"4406332545857","Road Risks","closed","@$C$!L!#Y! 40# 6@ 3!1 @0#$MB","23.04.2023","13.04.2024 21:22:12","Manchester Money Managers","high","GBP","not applicable","phone","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","ENG","13.08.2023 21:45:44"
"912134084110","Personal Auto Line","open","$ C#@L@Y#!1 $9!#1#$02#5!@JK","06.01.2020","16.04.2024 05:13:56","Newcastle National Wealth","high","EUR","not applicable","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","WAL","13.08.2023 21:45:44"
"6926885176717","Personal Auto Line","open","#!C$ LY!@3# 6#$3$ 4 33$P!$T","14.12.2021","25.12.2026 12:09:02","Cambridge Currency Traders","high","EUR","non-fault","mail","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","ENG","13.08.2023 21:45:44"
"6097810328496","","closed","# C!#L$@Y!@0!#4#$8#32 $7$ S @Q","29.08.2019","18.03.2026 11:54:46","Newcastle National Bank","medium","EUR","non-fault","web","","motor","SCO","13.08.2023 21:45:44"
"1287958469267","Property","open","$ C! L#!Y! 7@ 8 #0$@8$#8$1GZ","29.06.2021","21.09.2024 00:24:48","Kent Key Investments","medium","EUR","not applicable","phone","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","property","SCO","13.08.2023 21:45:44"
"5289446188197","Property","open"," $C$@L !Y8@$7@5#!89!$9J$ L","22.04.2019","17.03.2027 09:27:27","Belfast Brokers","high","EUR","non-fault","phone","","motor","WAL","13.08.2023 21:45:44"
"4108532756994","Road Risks","closed","CL!Y1 9!#6 @57!2Y#@K","26.06.2021","19.11.2023 00:00:47","Kent Key Investments","low","GBP","fault","web","","motor","WAL","13.08.2023 21:45:44"
"7776071792693","Property","closed","!@C!L Y32@$1#91!$6 DU","11.02.2021","29.01.2026 14:53:15","Nottinghamshire Investment Advisors","low","GBP","non-fault","phone","I decided to test the bounce of a new basketball by throwing it off the roof, only to have it land in my neighbor's swimming pool.","property","ENG","13.08.2023 21:45:44"
"3482548323248","Commercial Auto Line","closed","@$CL@ Y#@6!#1$ 8 @3!$6@!3@#B!#R","03.01.2019","30.09.2026 09:39:46","Newcastle National Bank","medium","EUR","non-fault","phone","I decided to test the durability of a new pair of shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","WAL","13.08.2023 21:45:44"
"6645404029462","Property","open","!$C !LY #6#!06!#05$ 0@#Q $N","06.02.2020","30.01.2024 04:59:10","Cardiff Capital Brokers","high","EUR","fault","other","I thought it would be funny to dress up as a superhero and attempt to fly off a swing, but I ended up face-planting into the ground.","motor","SCO","13.08.2023 21:45:44"
"9358300068828","Personal Auto Line","open","C#L!Y$95$!4#!9 !29$!LO","10.10.2018","18.06.2027 04:33:44","Liverpool Loan Traders","medium","GBP","non-fault","phone","I thought it would be hilarious to surprise my friends with a confetti cannon, but I accidentally set it off indoors, covering everything in a colorful mess.","motor","NIR","13.08.2023 21:45:44"
"881612799240","Property","open","@C#!L@Y#@5$#6$ 2@9@!1$@8$H$R","","27.12.2027 20:22:41","Manchester Money Lenders","low","GBP","fault","phone","While attempting to perform a magic trick, I accidentally made my friend's watch disappear and couldn't figure out how to bring it back.","motor","NIR","13.08.2023 21:45:44"
"6257334968269","Road Risks","open","C#!L!@Y@$3@!8!3@5@!2 $1$S$#P","23.12.2022","18.02.2024 16:09:23","Aberdeen Asset Management","high","GBP","not applicable","phone","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","ENG","13.08.2023 21:45:44"
"184707637079","Commercial Auto Line","open","C$ L$@Y! 4$ 0!@9 9@ 3@ 8!UF","01.07.2021","26.05.2024 01:32:40","Manchester Money Lenders","low","EUR","non-fault","phone","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","SCO","13.08.2023 21:45:44"
"8732859334832","Road Risks","open","C@L@ Y$@5332@#3 $8 #L$I","20.05.2019","17.12.2024 21:56:13","Surrey Structured Securities","low","EUR","fault","phone","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","ENG","13.08.2023 21:45:44"
"7461022973762","Road Risks","open"," !C@L @Y@!5@#38# 7#@1#5#!ER","14.05.2020","25.05.2027 14:03:08","Edinburgh Equity Partners","low","GBP","fault","other","","motor","ENG","13.08.2023 21:45:44"
"667182787873","Property","closed","$ C!@L$#Y #13 $40 2#!5#@UZ","26.05.2022","30.12.2027 01:22:07","Union Street Securities","medium","GBP","","phone","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","ENG","13.08.2023 21:45:44"
"4785023152985","Property","closed","@!CL#Y5#@4@!8!#7$!0 !5I$@S","16.05.2023","10.10.2025 09:58:49","Westminster Wealth Management","medium","GBP","unknown","phone","While attempting to jump over a puddle in stylish boots, I landed in the puddle and got stuck, requiring assistance to free myself.","motor","NIR","13.08.2023 21:45:44"
"9185310139541","Property","open","! CLY 5!#6 6#@9@ 34!@V@#Z","03.06.2019","03.05.2026 13:23:59","Bristol Capital Advisors","low","EUR","not applicable","web","I thought it would be fun to use a fire extinguisher as a makeshift rocket launcher, but it only resulted in a cloud of white foam and a ruined carpet.","motor","SCO","13.08.2023 21:45:44"
"9263570875687","Commercial Auto Line","open","@$C!L#$Y !9 5 $57!12U @E","06.02.2019","18.06.2027 14:18:33","Cardiff Capital Trust","high","EUR","non-fault","web","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","motor","SCO","13.08.2023 21:45:44"
"5877511871801","Commercial Auto Line","closed","C@ L!$Y 7! 9!@9 #26$@3$BE","21.09.2020","03.06.2026 21:10:37","Belfast Brokers","low","EUR","not applicable","phone","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","SCO","13.08.2023 21:45:44"
"3354060234001","Personal Auto Line","open","$ C$@L@#Y3@4 !4#@0@ 11 D$P","10.03.2020","02.11.2026 17:39:13","Cardiff Capital Markets","medium","GBP","unknown","phone","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","SCO","13.08.2023 21:45:44"
"4362613437718","","open","C $L#$Y!$66@$10!$45#!U $S","17.05.2022","19.09.2025 10:04:18","Glasgow Gatekeepers","high","","not applicable","phone","I thought it would be fun to try riding a skateboard down a staircase, but I lost my balance and crashed into a wall.","motor","NIR","13.08.2023 21:45:44"
"6676745020016","Road Risks","open","C@$L Y !58$ 2$ 14$@2@!S@ G","01.01.2021","24.03.2026 23:44:44","Kent Key Investments","medium","EUR","unknown","phone","While attempting to balance on a soccer ball, I lost my footing and crashed into a stack of pizza boxes.","motor","WAL","13.08.2023 21:45:44"
"6988985691707","Property","open","$!C!$LY$ 61!2$@1 #08$@S V","16.05.2023","21.02.2025 19:16:25","Surrey Structured Finance","low","EUR","unknown","web","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","NIR","13.08.2023 21:45:44"
"8536309124228","Personal Auto Line","closed","@#C #LY!@83! 8$ 9@$5! 2I!@B","19.05.2022","08.05.2026 16:12:50","Liverpool Lenders","medium","EUR","non-fault","phone","I thought it would be fun to try riding a skateboard down a staircase, but I lost my balance and crashed into a wall.","motor","WAL","13.08.2023 21:45:44"
"818591281936","Property","open","C#!L@#Y#7#9$@0!$1! 8 @2#!D!W","02.09.2019","05.05.2026 17:47:01","Leeds Asset Management","low","GBP","fault","phone","I thought it would be funny to try skateboarding down a steep hill, but I quickly lost control and crashed into a mailbox.","motor","ENG","13.08.2023 21:45:44"
"1414090124117","Personal Auto Line","","C@ L@$Y#7! 0 2#@67 #7 !Z$!T","22.09.2022","18.08.2026 19:26:18","Belfast Bridge Street Brokers","high","EUR","fault","web","","motor","NIR","13.08.2023 21:45:44"
"1913019068910","Commercial Auto Line","open","@ C $LY8 3#@2$ 8!@5 $9 @Y#!A","","15.07.2028 07:36:38","Cambridge Currency Traders","high","GBP","fault","phone","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","ENG","13.08.2023 21:45:44"
"1057962522305","Personal Auto Line","closed","CLY@#1$ 9@ 1#!8# 3#8H@!G","18.03.2020","","Belfast Business Finance","medium","EUR","not applicable","web","I decided to test the sharpness of a kitchen knife by attempting to slice a tomato held in my hand, resulting in a small but messy injury.","motor","SCO","13.08.2023 21:45:44"
"2333815994315","Personal Auto Line","","! C!$L@#Y @3# 4!@2 !9!@4@#5L $O","25.02.2021","31.08.2027 17:57:11","Cambridge Capital Advisors","high","EUR","fault","phone","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","NIR","13.08.2023 21:45:44"
"249654451625","Commercial Auto Line","closed","C#$L@Y$!2@ 3 @0$ 9@ 4$#5 #G$#S","02.06.2021","15.05.2024 16:27:26","Kent Key Investments","medium","EUR","non-fault","phone","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","","NIR","13.08.2023 21:45:44"
"3016554110284","","closed","#!C @L$ Y#$0$#4$!3$ 01@!7 #T @V","23.08.2019","10.07.2027 19:50:14","Nottinghamshire Investment Advisors","low","GBP","non-fault","web","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","NIR","13.08.2023 21:45:44"
"6028982390372","Personal Auto Line","closed","CL #Y$!1$#0!$67 !9@#3!D#!I","05.04.2022","16.02.2027 05:52:40","Oxfordshire Options Advisors","low","EUR","not applicable","web","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","ENG","13.08.2023 21:45:44"
"1644791374179","Road Risks","closed","$C#LY@!38!#3 7 @4$@8 $Z$ X","07.02.2020","15.08.2023 20:05:52","Cambridge Capital Advisors","low","GBP","non-fault","web","I thought it would be funny to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","WAL","13.08.2023 21:45:44"
"1586573776780","Road Risks","open","C@!LY#@4# 3$04@1 !8!@O$ A","20.01.2022","01.12.2025 11:02:43","Union Street Securities","low","EUR","not applicable","web","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","NIR","13.08.2023 21:45:44"
"453859671110","Road Risks","open","@#C!#L#Y@ 3 !0$ 3$ 1$ 1! 7$B !E","19.10.2018","13.10.2023 07:37:02","Glasgow Gatekeepers","low","EUR","fault","web","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","ENG","13.08.2023 21:45:44"
"8664521426814","Property","closed","!@CL$!Y6! 2@#6@ 3$!1 #1$!S$@E","03.01.2023","29.07.2027 06:20:24","Liverpool Leveraged Finance","high","EUR","non-fault","phone","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","ENG","13.08.2023 21:45:44"
"1040178179260","Road Risks","closed","#$C@#LY !3!$1$#6#9#@6$2@#V @Z","22.03.2020","25.12.2026 23:22:19","Southampton Securities","low","EUR","fault","web","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","WAL","13.08.2023 21:45:44"
"9303526994703","Road Risks","closed","$C!@L#@Y9!#1@1@$0!$18A#W","26.03.2021","10.07.2027 00:15:43","Glasgow Glen Securities","medium","EUR","not applicable","web","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","NIR","13.08.2023 21:45:44"
"5446677917316","Personal Auto Line","closed"," C! L !Y!@3$@3!$7@$0@ 5! 1#$PD","18.09.2022","23.04.2024 09:47:57","Newcastle National Securities","medium","GBP","unknown","web","","property","NIR","13.08.2023 21:45:44"
"8108989558751","","open","C# L !Y #4@#8#$9@5!5#1#G!#J","27.06.2020","06.12.2023 03:17:35","Belfast Bond Traders","high","EUR","non-fault","phone","I thought it would be entertaining to have a water gun fight in the living room, but we ended up soaking all the furniture.","motor","ENG","13.08.2023 21:45:44"
"5564823886826","Road Risks","open","#CL !Y$@5 @2@!51$2#$9 #H@$V","23.10.2022","11.08.2023 04:47:31","Bristol Bankers","low","GBP","fault","mail","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","","13.08.2023 21:45:44"
"4951160495483","Property","closed","@$CL! Y1#!301#@9$ 0$#G!#L","18.01.2019","17.01.2027 16:36:01","Liverpool Loan Traders","medium","EUR","unknown","phone","I decided to test the strength of a chair by standing on it, but it collapsed, and I fell onto the floor.","motor","SCO","13.08.2023 21:45:44"
"1733351495942","Road Risks","open","# CL @Y$#2 #5 8@#27# 7@K$#B","19.04.2023","13.01.2026 04:15:08","Bristol Bankers","medium","EUR","non-fault","phone","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","WAL","13.08.2023 21:45:44"
"9124743386204","Personal Auto Line","closed","C!$L$#Y! 3#@9!8@!8@ 65#$Z@!Z","07.12.2022","11.05.2028 03:12:50","Kent Key Investments","low","EUR","unknown","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","WAL","13.08.2023 21:45:44"
"1677592119365","Property","open"," C!$L!$Y 12#$1@$0$@3$#2$!B@E","11.10.2020","25.12.2026 16:12:30","","medium","EUR","non-fault","phone","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","","13.08.2023 21:45:44"
"7854216491975","Personal Auto Line","open","$C!#L#$Y@2 !28$ 9#$8# 9 X$@S","02.10.2019","04.11.2024 09:46:06","Cardiff Capital Consultants","medium","GBP","non-fault","phone","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","ENG","13.08.2023 21:45:44"
"5691538191237","Commercial Auto Line","open","CL!Y#@11 5 4@ 0$!6@!FR","15.08.2019","28.12.2023 17:47:33","Kent Key Investments","low","GBP","fault","web","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","motor","WAL","13.08.2023 21:45:44"
"3757698736330","Road Risks","open","CL!Y#9 $7!#8 #0!$8 !2@ B# V","03.05.2021","08.11.2025 13:20:13","Liverpool Lenders","low","EUR","","web","I mistook my new laptop for a cutting board and accidentally sliced it with a kitchen knife.","motor","SCO","13.08.2023 21:45:44"
"8559051662999","Personal Auto Line","open","C#@L Y$7@$4# 7!#0$!52$K!#A","10.09.2022","09.07.2025 00:45:51","Oxfordshire Options","low","EUR","unknown","mail","","motor","SCO","13.08.2023 21:45:44"
"9837105724897","Personal Auto Line","open","$C$L$!Y$!9$ 1#0@$3!#6$3@!B @J","02.08.2020","11.11.2025 20:05:06","Southampton Securities","low","EUR","unknown","phone","I tried to impress my date by juggling flaming torches and accidentally set fire to my living room.","motor","WAL","13.08.2023 21:45:44"
"8025350035615","Road Risks","closed","!@C! LY#!3 #9$@80#@4@!2 !B!J","01.02.2019","20.10.2024 03:33:56","Aberdeen Asset Management","medium","EUR","non-fault","phone","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","NIR","13.08.2023 21:45:44"
"9776276491085","Commercial Auto Line","closed","C!#L$@Y@$614$6!@9!$7!S@$R","04.07.2019","05.01.2026 13:18:45","Oxfordshire Brokers","high","EUR","not applicable","web","While trying to perform a magic trick with cards, I accidentally threw the entire deck out the window.","motor","NIR","13.08.2023 21:45:44"
"3186670741085","Road Risks","closed","CL !Y$!4 $7@5 $0$74 D$@C","14.07.2022","20.08.2023 02:19:01","Union Street Securities","high","GBP","","phone","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","motor","NIR","13.08.2023 21:45:44"
"1302709199655","Personal Auto Line","closed","#$C L!Y5!$1!2!@36$!4#UQ","13.05.2022","18.01.2024 14:12:23","Surrey Sustainable Investments","high","EUR","unknown","mail","I decided to test the strength of a chair by standing on it, but it collapsed, and I fell onto the floor.","motor","WAL","13.08.2023 21:45:44"
"1061298937778","Road Risks","closed"," @C#!L@Y5#@7!$1!#9 9@5@ R$ Z","15.05.2022","","Newcastle National Wealth","low","GBP","non-fault","other","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","WAL","13.08.2023 21:45:44"
"459119676257","Commercial Auto Line","open"," @C#!LY0!#1 #2!$3#3$8!DK","","21.05.2026 22:46:01","Cambridge Capital Advisors","high","GBP","unknown","mail","","motor","SCO","13.08.2023 21:45:44"
"386554534166","Personal Auto Line","closed","C$#L$#Y@#5$0!$34@!3$!8 $B F","29.08.2020","","Belfast Bond Traders","medium","GBP","non-fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","NIR","13.08.2023 21:45:44"
"5055506416770","Commercial Auto Line","open","!$C !LY @83!@7!$0 $9 $8V #T","02.01.2019","09.10.2025 08:17:36","Southampton Stock Exchange","medium","GBP","fault","phone","I decided to test the durability of my new shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","WAL","13.08.2023 21:45:44"
"3380032748091","Property","open","#@C@!L!@Y !8! 8@!6#!4@#7 !6$!S!I","25.12.2018","21.01.2026 07:48:24","Southampton Securities","low","GBP","fault","mail","","motor","ENG","13.08.2023 21:45:44"
"1909082477831","Property","open","#$C#!LY6#$3!#6!1#@77#!CG","19.01.2019","24.06.2028 20:10:26","Liverpool Investment Services","low","GBP","unknown","phone","I decided to test the stability of a ladder by standing on the very top, but it wobbled and I fell off.","motor","WAL","13.08.2023 21:45:44"
"6251104935120","Road Risks","closed","$#C#@L# Y 3$!23#@4@0@$3$ YN","10.12.2019","25.06.2024 07:00:14","Belfast Bond Brokers","","EUR","unknown","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","WAL","13.08.2023 21:45:44"
"7062967392332","Property","closed","$C#$L#Y#!3$ 1#2$#51!9#@TW","20.10.2022","02.12.2024 18:36:38","Birmingham Broking Solutions","medium","GBP","unknown","web","","motor","SCO","13.08.2023 21:45:44"
"5354313437044","Commercial Auto Line","closed","!$C!#L!$Y5#2 @9@ 5 4#!1#!L#@S","24.02.2023","05.10.2024 20:53:55","Yorkshire Financial Group","high","GBP","unknown","phone","I attempted a DIY home renovation project and ended up with a sink in my ceiling.","motor","ENG","13.08.2023 21:45:44"
"363955903693","Personal Auto Line","closed","C# L# Y$#0$9@ 4#$4!$05@$X$#E","16.12.2021","13.12.2027 07:28:24","Aberdeen Advisory Group","low","EUR","","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","NIR","13.08.2023 21:45:44"
"3606883581950","Commercial Auto Line","open","!@CLY$#6!#53!$8@!9$3#@ZP","24.01.2019","09.01.2024 16:21:19","Belfast Brokers","low","EUR","unknown","web","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","NIR","13.08.2023 21:45:44"
"1446060501201","","closed","C!#L !Y $46@ 42#2@$9@#S!$U","08.04.2022","03.09.2026 18:25:24","Glasgow Growth Fund","medium","GBP","not applicable","phone","","motor","ENG","13.08.2023 21:45:44"
"1591534575933","Property","closed","!$C@L$!Y#$33!@3#@5@#0!#1 #R!$V","13.11.2022","03.02.2024 03:59:47","Cambridge Capital Solutions","medium","GBP","fault","phone","I decided to test the endurance of my trampoline by attempting a double backflip, but I overshot and landed in a tree.","motor","SCO","14.08.2023 21:45:44"
"7364219298629","Personal Auto Line","open","#@CLY$#8@!56!#3@$4 !9!#G M","08.07.2019","03.07.2025 14:46:49","Bristol Bankers","high","GBP","unknown","phone","I thought it would be fun to have a contest to see who could hold their breath the longest underwater in the bathtub, but we forgot to account for the overflowing water.","motor","NIR","14.08.2023 21:45:44"
"7404620033316","Property","closed","$#C !L@!Y$!3#!56@$5!$50$W!$K","12.09.2021","24.08.2026 22:31:53","Belfast Bond Advisory","low","EUR","fault","phone","While trying to capture the perfect selfie with a seagull at the beach, it swooped down and stole my phone.","property","WAL","14.08.2023 21:45:44"
"4571401074169","Road Risks","closed","C$ L!#Y!8# 5$!18@ 18 #C@#G","24.02.2023","17.02.2026 20:03:46","Nottinghamshire Wealth","low","EUR","fault","web","I accidentally used superglue instead of eye drops and spent the entire day with my eyelids glued shut.","motor","NIR","14.08.2023 21:45:44"
"7367442736415","Property","closed"," !C!LY @5!$9$#72# 1#$4B#L","31.01.2023","02.10.2025 14:40:07","Glasgow Growth Securities","medium","EUR","unknown","mail","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","motor","SCO","14.08.2023 21:45:44"
"9226607604476","Road Risks","open"," @CL$Y#3$!6@!4 !4!@7 $7$#F#J","06.04.2023","18.07.2027 00:01:51","Aberdeen Advisory Group","high","EUR","unknown","phone","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","ENG","14.08.2023 21:45:44"
"5387411904868","Commercial Auto Line","closed"," $C#@L$#Y8$6 $1$ 5#!4!$0S@P","02.03.2022","21.05.2027 15:35:16","Essex Wealth Management","high","GBP","unknown","phone","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","NIR","14.08.2023 21:45:44"
"6649628406054","","closed"," C! L$#Y3 @961 #6 !0$!L#@T","23.04.2022","26.12.2026 12:17:55","Liverpool Leveraged Finance","medium","GBP","non-fault","web","","","ENG","14.08.2023 21:45:44"
"1596259058045","Commercial Auto Line","closed","$C@!L $Y@ 8$#3 !5#5$ 8#@1# V#@M","22.11.2021","24.09.2025 08:01:59","Edinburgh Elite Equity","high","EUR","unknown","web","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","WAL","14.08.2023 21:45:44"
"4978036969931","Commercial Auto Line","open","!C@!L$Y7@#0$182@#0 W@!B","04.05.2021","22.01.2028 15:51:36","Cardiff Capital Market Solutions","low","GBP","unknown","phone","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","","NIR","14.08.2023 21:45:44"
"4859328244968","Road Risks","open","$CL !Y#!850@ 0$5@$8@#X@!I","","02.12.2024 14:26:31","Belfast Bridge Street Brokers","high","GBP","unknown","web","While attempting to take a selfie with a wild squirrel, it mistook my phone for food and ran off with it.","motor","SCO","14.08.2023 21:45:44"
"1923875217900","Commercial Auto Line","closed","!C #L$Y #8782 @1 0!SU","15.04.2021","04.08.2026 07:11:32","Liverpool Lenders","medium","EUR","fault","mail","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","NIR","14.08.2023 21:45:44"
"517345183956","Road Risks","closed","!$C$#L#Y$!2@ 3#!9$99@#8EJ","01.04.2021","29.08.2023 16:45:26","Aberdeen Asset Managers","low","EUR","not applicable","mail","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","SCO","14.08.2023 21:45:44"
"7335090924269","Property","open"," #CL @Y@6665 6$!7K$ C","09.04.2019","02.03.2027 10:34:01","Liverpool Investment Services","high","GBP","unknown","web","I thought it would be amusing to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","NIR","14.08.2023 21:45:44"
"5514015755010","Commercial Auto Line","open","CL!Y@$435@0 0$2 !S#!U","18.10.2019","20.05.2027 16:26:50","Edinburgh Emerging Markets","high","GBP","non-fault","web","While trying to capture the perfect selfie with a seagull at the beach, it swooped down and stole my phone.","motor","ENG","14.08.2023 21:45:44"
"9874594881377","Commercial Auto Line","closed"," !C !LY! 4 !260@!6 #7!$C!$D","06.09.2021","10.10.2026 01:27:43","Manchester Money Lenders","high","GBP","not applicable","mail","I thought it would be fun to try rollerblading down a steep hill, but I quickly lost control and crashed into a parked ice cream truck.","motor","ENG","14.08.2023 21:45:44"
"9578101623325","Personal Auto Line","closed","@$CL# Y !4@!4 315 5@!F@$R","05.11.2020","","Belfast Business Brokers","high","EUR","not applicable","phone","","motor","WAL","14.08.2023 21:45:44"
"4922427133972","Property","open","@ C $L!#Y @24 @6 $2@$2$!8!@J#Q","","19.02.2025 09:17:40","Essex Wealth Management","high","EUR","non-fault","web","","motor","SCO","14.08.2023 21:45:44"
"1941222090946","Property","closed","$!CLY03 $2! 4$#5!9#!N$@G","21.04.2022","28.05.2028 12:10:31","Belfast Business Brokers","medium","EUR","","phone","I decided to test the strength of my car's bumper by nudging a shopping cart with it, but the cart ended up rolling downhill and crashing into a parked car.","motor","SCO","14.08.2023 21:45:44"
"2758687051458","Personal Auto Line","open","$@C$@L!@Y @5!$5$!314!@5$J@P","22.04.2021","16.08.2025 18:13:13","Southampton Stock Exchange","high","GBP","non-fault","phone","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","WAL","14.08.2023 21:45:44"
